Date,Year,Month,country_code,region_code,area_km2,NDVI_d,dewpoint_temperature_2m_d,humidity_d,max_temperature_2m_d,min_temperature_2m_d,surface_pressure_d,temperature_2m_d,total_precipitation_d,u_component_of_wind_10m_d,v_component_of_wind_10m_d,max_elevation_d,mean_elevation_d,min_elevation_d,stdDev_elevation_d,variance_elevation_d,Forest_Cover_Percent
2015-01-18,2015,1,AR,AR-W,89507.068,0.6427763287310587,296.3237437736309,79.38131825767455,305.47247556516584,296.0935709355681,100389.40455706735,300.41859997103995,3.4142997624352454,-1.1592680464115976,-0.5209063599761563,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-19,2015,1,AR,AR-W,89507.068,0.6427763287310587,296.57582449172423,78.55257453324744,307.2799337384478,296.43382984570775,100343.91581180952,300.90164187923483,4.669599600575808,-0.5350353554623648,-2.182587544351078,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-20,2015,1,AR,AR-W,89507.068,0.6427763287310587,294.3470275646902,86.80699238832474,300.1504043086999,293.6499070128288,100651.07420482971,296.7519926988873,17.278003022946727,-1.3615878267099089,3.6256652079292944,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-21,2015,1,AR,AR-W,89507.068,0.6427763287310587,292.20899726481144,73.92508531283036,302.1661115722148,293.5297099887922,100960.4474098154,297.44766527531493,0.06572346033712863,-2.9968750114331026,2.9844651700460956,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-22,2015,1,AR,AR-W,89507.068,0.6427763287310587,291.83163862233494,70.30090925478528,303.01454978417684,292.6364957199191,100865.03145439542,297.8197021448123,0.04706759502339166,-3.858264073981746,1.0921616018964113,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-23,2015,1,AR,AR-W,89507.068,0.6427763287310587,293.1328667227598,70.09495376258413,305.09339498687655,293.57392844059484,100574.46142470819,299.2029604077188,0.43509121813433604,-2.4080028742164163,0.3524387165905814,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-24,2015,1,AR,AR-W,89507.068,0.6427763287310587,296.01727791464634,76.79139618902151,306.33856264429176,296.2049695770722,100242.50108717039,300.7355979760382,5.54269135522339,-0.8516738321212866,0.22412045039096032,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-25,2015,1,AR,AR-W,89507.068,0.6427763287310587,295.2537601980947,74.41568433320124,306.23190551402536,295.2097727460702,100181.155540068,300.68399547022494,0.5986814395135536,0.21430203557576533,-0.4143676783011365,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-26,2015,1,AR,AR-W,89507.068,0.6427763287310587,295.8041252339685,72.31370292481017,306.95007710378394,296.717573286087,100136.23142646218,301.64944030975585,0.5014128759883925,-0.6094080384393895,-2.1398549739203028,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-27,2015,1,AR,AR-W,89507.068,0.6427763287310587,296.47086390009133,73.99596598289789,306.1036790037916,297.7397859114227,100083.20579791717,301.7865421435411,2.828788196815938,-0.8670938567990715,-2.6201943541717267,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-28,2015,1,AR,AR-W,89507.068,0.6427763287310587,296.1835012266553,80.70567728275738,304.03921063269036,296.82133192159904,99977.64387931897,299.8767378978634,11.155810903015162,-0.482135153486913,-2.386236426254954,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-29,2015,1,AR,AR-W,89507.068,0.6427763287310587,292.9466277574102,78.73770606303053,301.0223286427022,294.68705874757575,100429.7353542885,297.21430683674083,5.147427296858482,-1.1598790398876153,4.389039769389039,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-30,2015,1,AR,AR-W,89507.068,0.6427763287310587,289.1603577925302,68.11135709159066,300.8323474224046,290.48627468344074,100884.11860550795,295.778960998575,0.0002283486406264469,-3.199213459640838,2.5814155301112014,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-01-31,2015,1,AR,AR-W,89507.068,0.6427763287310587,290.2223961228547,68.8145874622311,303.3925500860575,290.27057629806336,100718.33318314946,296.6812406864926,0.05270314377489136,-2.3481078174615924,1.4967376686888845,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-01,2015,2,AR,AR-W,89507.068,0.6698058716318762,293.61527956863847,72.38978734468407,305.86519849233105,293.5136424521903,100478.52086666458,299.46951640682425,0.09691133268136354,-1.8209793247278516,0.44010503977385473,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-02,2015,2,AR,AR-W,89507.068,0.6698058716318762,295.58923191488105,73.74327386014447,307.0641789190232,295.40191070380826,100390.1958108444,301.0149339183235,2.6822055369528592,-1.7134542104880988,0.28575071733457896,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-03,2015,2,AR,AR-W,89507.068,0.6698058716318762,296.4001527276367,84.21733437261844,302.19831399452556,297.16787353232854,100230.09362054174,299.3232095012289,12.43594337090535,-1.6043092797060567,0.15992021738530557,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-04,2015,2,AR,AR-W,89507.068,0.6698058716318762,296.282706519703,84.06513550413933,304.4239092538706,296.1697710561391,100007.22392252737,299.39754766980906,2.4998383762896474,-0.9755399912990578,0.43913656678987145,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-05,2015,2,AR,AR-W,89507.068,0.6698058716318762,295.623058287599,76.34886367473227,305.1929514223884,295.83890281097695,99992.24442935386,300.45857837085873,0.42868556041083955,-2.1447595346531183,1.4140077176442827,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-06,2015,2,AR,AR-W,89507.068,0.6698058716318762,294.08605576399816,71.06956047419271,305.09328389415583,295.10263780644954,100099.13373077147,300.20322490668786,0.05525886435998712,-2.4707967874350576,1.539616608672724,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-07,2015,2,AR,AR-W,89507.068,0.6698058716318762,292.7746613759598,68.0602347634828,304.87663052717426,293.8763275572428,100129.72034618692,299.5619773268875,0.0773447424241059,-1.9931857452905455,1.4318656752462047,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-08,2015,2,AR,AR-W,89507.068,0.6698058716318762,292.8208687892115,68.44375654503799,305.19970282617885,293.6945203751787,100072.10567917756,299.5445257110876,0.00019888475998840497,-1.807486754302181,-0.34235538978483426,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-09,2015,2,AR,AR-W,89507.068,0.6698058716318762,293.075726541663,65.59869531030901,307.5910796031622,293.83525146531497,99953.03530357245,300.6333538004894,0.0023641265674743174,-1.479886033132233,-0.3932317860449187,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-10,2015,2,AR,AR-W,89507.068,0.6698058716318762,294.05217563434076,79.50850139533392,301.7693042794775,295.0242246222365,100020.4831173067,297.9459604670104,12.656828495337521,-1.7228651522436014,1.1869054165449715,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-11,2015,2,AR,AR-W,89507.068,0.6698058716318762,293.3407984334428,81.66636759508796,301.86589651418745,293.2520472542465,100529.38863811841,296.9258206507907,2.3538728832452684,0.6223006074685133,3.056672427313637,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-12,2015,2,AR,AR-W,89507.068,0.6698058716318762,293.26635898155763,75.61110244130742,304.3568265511288,292.8562160246571,100493.8847912614,298.3727191495252,0.04133920241909505,0.4661604016325771,0.6407458133573597,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-13,2015,2,AR,AR-W,89507.068,0.6698058716318762,293.67326976859715,70.45920447205397,305.17779818242167,294.7455217488667,100708.94635141354,299.8886736286233,0.16698302235260723,-1.1992775134216993,1.8218904073216986,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-14,2015,2,AR,AR-W,89507.068,0.6698058716318762,293.65285426284424,70.37722124486386,304.88152044570063,294.81953868083156,100594.90879925904,299.7502678847761,0.11321937190693462,-3.455740559452989,1.1571586976294548,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-15,2015,2,AR,AR-W,89507.068,0.6698058716318762,292.36863296235987,68.217849737558,305.1721899389774,293.0487870168054,100527.51302330797,299.0318477055363,0.058370227613784735,-3.748629258910515,1.0632739310513086,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-16,2015,2,AR,AR-W,89507.068,0.6698058716318762,293.603118984392,69.62665659777501,304.91084120351036,295.3636527236201,100431.58103943321,299.81858701253344,1.0118143536982813,-3.6058543587322847,0.5172187734169914,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-17,2015,2,AR,AR-W,89507.068,0.6698058716318762,293.1938962692276,68.41627182153212,304.84893095294353,294.7813276515308,100350.34143135279,299.8331417195436,0.6296609830819948,-2.64229424118946,0.8247232214563899,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-18,2015,2,AR,AR-W,89507.068,0.6698058716318762,292.87913926984334,67.41808578501104,305.9529750556851,294.4668670289977,99845.76929298192,299.830392793004,0.7180716212551917,-1.6314225881298796,-0.4600626711155661,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-19,2015,2,AR,AR-W,89507.068,0.6698058716318762,293.20548583201355,82.50220651933269,299.9345140479241,293.7330140876622,99853.45867406974,296.5210647061903,11.998863380293132,0.8013273375639297,3.3457303096214406,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-20,2015,2,AR,AR-W,89507.068,0.6698058716318762,290.2483402240187,74.17809453401779,300.4634806535628,291.46206224412856,100579.13242134138,295.5149839677316,0.12133794517206038,-0.9894072730396901,3.998362595553407,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-21,2015,2,AR,AR-W,89507.068,0.6698058716318762,290.6923971215228,70.05902012639397,303.7955292404182,290.45254922789667,100836.60021850126,296.7404256151061,0.2142709524303191,-2.0236319156669285,2.478504524046447,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-22,2015,2,AR,AR-W,89507.068,0.6698058716318762,294.85521801176344,76.93701902855685,304.9596300410029,295.06738887269603,100734.45745674516,299.3924661097011,9.751325108326851,-1.483920004479235,0.6979867638840864,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-23,2015,2,AR,AR-W,89507.068,0.6698058716318762,295.6370411647599,84.86932490645181,302.89107175436055,295.4000353816852,100697.43727426017,298.4808293294049,16.572295074025213,-1.120553795713572,-0.37714320391382467,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-24,2015,2,AR,AR-W,89507.068,0.6698058716318762,296.0112506639661,83.05065919041068,305.0225966561679,295.2545768292363,100504.9933375434,299.372538631444,6.431783497854695,-1.754711261237822,-0.8607277838383708,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-25,2015,2,AR,AR-W,89507.068,0.6698058716318762,296.25460555240915,81.51184132273663,305.91763341280284,296.5611591541888,100304.08801231103,299.915239347134,7.075319370274953,-2.0266912058646294,-2.0132823758158707,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-26,2015,2,AR,AR-W,89507.068,0.6698058716318762,295.31458645022127,82.9542455236804,301.9771882870732,296.09022861550255,100304.93096236151,298.5576303283469,8.729738939264811,-1.2126828811037436,-0.5420794356026916,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-27,2015,2,AR,AR-W,89507.068,0.6698058716318762,295.57402131557046,85.40735565866993,301.3900463341914,296.1040148149655,100354.46060967847,298.28284168917423,7.931866901766559,-0.8571347498827291,1.5242329041033313,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-02-28,2015,2,AR,AR-W,89507.068,0.6698058716318762,293.9427604813498,75.13832158667329,303.71811969156903,294.80108693419595,100599.03905785987,298.91352303651007,1.3241002868680405,-3.267212942900194,0.9196538290307268,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-01,2015,3,AR,AR-W,89507.068,0.6799066806339532,294.0463073172209,73.34380002956651,305.06823953228763,294.8520378660631,100448.00109877052,299.31860118471036,3.3454941944343894,-2.5684474670823985,-0.8734606225038003,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-02,2015,3,AR,AR-W,89507.068,0.6799066806339532,295.44577173816555,85.51156484558722,303.29095618577685,294.5406376199257,100381.8715461576,298.1723947304687,7.636549747942556,-1.4235198120733983,-1.6622042616897525,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-03,2015,3,AR,AR-W,89507.068,0.6799066806339532,296.664117830216,80.09114459361153,305.2406607302349,297.05383021017144,100178.38043074775,300.59187237143175,3.133723150399769,-2.3808873593116893,-2.2776875555809117,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-04,2015,3,AR,AR-W,89507.068,0.6799066806339532,296.1788172424211,85.94756677960588,303.81654115121677,295.82865626450746,100241.68436469902,298.8354394165843,11.486224946019695,-0.2880534806683913,-0.7882770566076044,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-05,2015,3,AR,AR-W,89507.068,0.6799066806339532,296.9969254097391,84.67403965169342,304.93928180098027,296.4144494870697,100376.14448508118,299.98639593267694,4.581226201871191,-1.3607061648886394,0.12187403168752602,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-06,2015,3,AR,AR-W,89507.068,0.6799066806339532,296.4653627699566,83.65680954776707,304.09604296089793,296.5688153143598,100389.98966770538,299.59709903549145,7.127208668514193,-2.042286837753067,0.4405510326476939,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-07,2015,3,AR,AR-W,89507.068,0.6799066806339532,295.34094659603994,79.0860782308912,304.4033314024685,295.2827310577426,100347.5878183557,299.449204222567,1.149215336589558,-2.7528818637166266,1.0549292374810944,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-08,2015,3,AR,AR-W,89507.068,0.6799066806339532,294.34700057882804,75.47595949474703,305.3841129028153,293.8251070313833,100345.73090770138,299.3292394879241,0.10807336911372364,-2.4026172598870916,1.1546333945255243,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-09,2015,3,AR,AR-W,89507.068,0.6799066806339532,294.25351591699854,74.64126120677817,304.8662848035606,294.3171689529177,100387.28381851543,299.4869683869429,0.11096918617918981,-1.7194174599065535,1.6386138983705847,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-10,2015,3,AR,AR-W,89507.068,0.6799066806339532,294.2436312730814,74.76496026792633,304.8192543663717,294.6607219181511,100392.18857209006,299.409655866483,0.11044764999571721,-2.1987137568707107,1.6222477416910195,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-11,2015,3,AR,AR-W,89507.068,0.6799066806339532,293.9442011994108,74.33206384989003,303.9437736542496,294.7282428672352,100395.07036655692,299.1445252749927,0.20857963114129463,-2.5021351797886444,1.504755319516258,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-12,2015,3,AR,AR-W,89507.068,0.6799066806339532,291.75289710998084,69.69545375535591,304.2421292869539,291.8974943732523,100287.7847676434,298.1455445389016,6.5782283256163945e-06,-2.3512393713436404,0.6692000805540976,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-13,2015,3,AR,AR-W,89507.068,0.6799066806339532,291.60970341423644,68.32070728663098,305.1444892464153,291.78255780428395,100148.11028004732,298.40060594638805,0.00025107882175276616,-2.2338503322968353,-0.3814614896015691,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-14,2015,3,AR,AR-W,89507.068,0.6799066806339532,293.03139391221265,68.86264341765722,305.8926009547295,293.7020494171393,100208.75055472135,299.6039209983803,0.09595726627411544,-1.3377606755974036,0.09362661067774185,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-15,2015,3,AR,AR-W,89507.068,0.6799066806339532,293.370878883557,67.9574224799278,306.62426019115634,295.1729421736247,100431.34515199966,300.27372261197354,0.2469639648246553,-0.7255337565270318,1.9690800279526244,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-16,2015,3,AR,AR-W,89507.068,0.6799066806339532,293.43409511047093,67.0645368510313,307.0094533087543,294.50670008923595,100512.47840855518,300.60492758635644,0.03870571283679442,-1.7632802418088684,1.4031903319533845,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-17,2015,3,AR,AR-W,89507.068,0.6799066806339532,292.67071221991614,64.86071164540033,306.0785541465321,295.18052276395633,100592.75068278753,300.38143402061525,6.812256518343171e-07,-3.1267573493332854,1.1137293461098328,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-18,2015,3,AR,AR-W,89507.068,0.6799066806339532,291.0738834118966,63.70027603154906,305.79523188661295,292.4644950481081,100606.36116537421,298.8451361726706,0.011030232983847588,-2.89495483735908,1.1927840263886051,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-19,2015,3,AR,AR-W,89507.068,0.6799066806339532,293.90438302820553,70.95615603753075,306.9509058870371,293.9955697374275,100523.72421763637,299.9915501888568,0.315281565325403,-1.587909947436701,-0.0855925929163965,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-20,2015,3,AR,AR-W,89507.068,0.6799066806339532,295.35178126247746,75.21475627581498,304.8825540258827,296.18850355561244,100318.6996829898,300.3987171426621,0.5289032522354657,0.28036877147393785,-0.9348129514671348,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-21,2015,3,AR,AR-W,89507.068,0.6799066806339532,290.5422617950865,72.87540706080138,299.56986769139075,292.24349817623886,100610.8468129157,296.10146820581303,1.1708898054369574,0.17017493553369392,4.6070101286415195,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-22,2015,3,AR,AR-W,89507.068,0.6799066806339532,283.63576219693164,60.78146314934266,297.49436884435596,286.30933778294616,100973.38140191612,291.64601418643065,8.381903171539307e-07,-1.8458677235150645,3.819902783477575,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-23,2015,3,AR,AR-W,89507.068,0.6799066806339532,284.9697852585854,65.43476766980716,298.79110537698506,285.77432427517033,101114.98800678934,292.0211135475471,0.0,-2.1489233306023925,2.179893673712392,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-24,2015,3,AR,AR-W,89507.068,0.6799066806339532,287.8997755463576,68.55419547396765,301.22327783472093,288.5322565118498,100997.80579392666,294.17390398212535,0.06995191831355656,-2.3252950963572125,1.1389668951190588,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-25,2015,3,AR,AR-W,89507.068,0.6799066806339532,291.1938361439617,72.97340633691356,301.93330636330046,292.50789728837003,100737.25044939152,296.48138659738294,0.9023379178149876,-0.9830075832279742,1.5942049675224885,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-26,2015,3,AR,AR-W,89507.068,0.6799066806339532,291.01100455855783,90.01403126216059,297.2244573462751,290.3851732567935,100697.55875151262,292.77312875443954,28.266036964508707,-1.9789120703289553,4.360971141546164,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-27,2015,3,AR,AR-W,89507.068,0.6799066806339532,288.3896005295968,77.70572561941067,298.08986104154206,288.7666902197166,100940.28663318692,292.6370694402376,2.4308083922776293,-2.0265475012087197,3.861170192430935,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-28,2015,3,AR,AR-W,89507.068,0.6799066806339532,288.4909764259438,75.48274903349608,296.96495899885326,289.45855047148126,101083.25655457472,293.1049827670388,3.903678813843022,-1.270867409667245,2.47126401202472,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-29,2015,3,AR,AR-W,89507.068,0.6799066806339532,289.89760037819957,81.88832807568782,296.7070720491581,290.45012092352425,100819.63577310197,293.2380682459321,3.1312838803217637,-0.44242729644996415,1.875710758057613,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-30,2015,3,AR,AR-W,89507.068,0.6799066806339532,289.7849714652216,78.27180618937042,300.75980316341537,288.537623821942,100494.53815118856,294.1575154490685,0.016917809414226888,0.5906031558311089,0.7488389122158244,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-03-31,2015,3,AR,AR-W,89507.068,0.6799066806339532,289.58315600772255,75.67279546173863,300.47004941679876,289.56779073882973,100747.82658170989,294.44976194639656,0.19694583178187808,1.4193178459326221,2.1311706320250505,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-04-01,2015,4,AR,AR-W,89507.068,0.6433625085173218,286.77994449853594,67.6490328893039,301.27379129782145,286.5033709281426,100906.83856494437,293.8500232074608,-8.381903171539307e-07,-0.36617002204308385,1.1521139174730533,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-04-02,2015,4,AR,AR-W,89507.068,0.6433625085173218,286.97592037296306,65.83901656159321,302.90041667740894,286.3997609391731,100794.30930600203,294.3348954453309,0.0,-1.5966878067362427,-0.9376699795651986,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-04-03,2015,4,AR,AR-W,89507.068,0.6433625085173218,288.9986110722827,67.14263282977083,304.6526689125564,288.861663475791,100367.4640266322,296.1075252680907,1.915581243376752e-05,-1.2311860958984133,-1.5120115038008601,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-04-04,2015,4,AR,AR-W,89507.068,0.6433625085173218,291.5414699521138,78.2832122652386,299.7386187749214,292.458816309004,100042.66548189997,295.6903792556479,12.136968678858741,-1.9243335143654747,-0.7853740688747254,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-04-05,2015,4,AR,AR-W,89507.068,0.6433625085173218,291.9511471357695,82.64291367450127,299.78567005077474,292.34898873370105,100194.5724687444,295.3712955354093,15.297281388950342,-0.4571491792078157,3.0886412704897914,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
2015-04-06,2015,4,AR,AR-W,89507.068,0.6433625085173218,287.50459510407626,70.35598535382276,297.9197792360899,289.1892499511922,101008.19985096065,293.4750542977985,0.0077164023623420026,-2.4804798527979433,3.337624732279936,239,67.54401414194024,6,17.8565200009947,318.8553065459237,43.401
